"subj","condition","countFix_aoi","N","n_target","n_distractor","n_dud","p_target","p_distractor","p_dud","dur_target","dur_distractor","dur_dud"
"sub07",0,5,1,0,1,0,0,1,0,0,0.374993300181814,0
"sub07",0.3,1,261,130,109,22,0.498084291187739,0.417624521072797,0.0842911877394636,0.208520572309946,0.19518039540848,0.124997577260233
"sub07",0.3,2,208,100,107,1,0.480769230769231,0.514423076923077,0.00480769230769231,0.274828951995733,0.231143326165506,0.208314999996219
"sub07",0.3,3,72,40,31,1,0.555555555555556,0.430555555555556,0.0138888888888889,0.226037547498709,0.198926074187658,0.225026700063609
"sub07",0.3,4,5,1,4,0,0.2,0.8,0,0.0833161000045948,0.114572599984967,0
"sub07",0.5,1,254,127,91,36,0.5,0.358267716535433,0.141732283464567,0.213249502366791,0.224719703290388,0.137262558335351
"sub07",0.5,2,208,106,94,8,0.509615384615385,0.451923076923077,0.0384615384615385,0.222791937733385,0.256556853199653,0.188537949985402
"sub07",0.5,3,73,26,36,11,0.356164383561644,0.493150684931507,0.150684931506849,0.17243019230619,0.226848352778891,0.154546127251127
"sub07",0.5,4,17,10,5,2,0.588235294117647,0.294117647058824,0.117647058823529,0.175838420000218,0.230007159977686,0.0708515999940573
"sub07",0.5,5,5,2,2,1,0.4,0.4,0.2,0.0958432999905197,0.191659799980698,0.141661799978465
"sub07",0.7,1,255,115,87,53,0.450980392156863,0.341176470588235,0.207843137254902,0.209051907816193,0.194533351720973,0.179087035846128
"sub07",0.7,2,211,109,87,15,0.516587677725118,0.412322274881517,0.0710900473933649,0.208177239458272,0.211398102290227,0.156667346665442
"sub07",0.7,3,84,24,38,22,0.285714285714286,0.452380952380952,0.261904761904762,0.209724337504667,0.216445378950754,0.159465509083847
"sub07",0.7,4,17,7,7,3,0.411764705882353,0.411764705882353,0.176470588235294,0.152376342841308,0.238093771427105,0.0888716000093458
"sub07",0.7,5,1,0,1,0,0,1,0,0,0.0833252999873366,0
"sub07",0.85,1,249,114,81,54,0.457831325301205,0.325301204819277,0.216867469879518,0.22799472631085,0.194338029626697,0.183480122226346
"sub07",0.85,2,202,96,77,29,0.475247524752475,0.381188118811881,0.143564356435644,0.200170554166107,0.208115022084842,0.167808599996878
"sub07",0.85,3,91,25,25,41,0.274725274725275,0.274725274725275,0.450549450549451,0.216995844008634,0.188670728014549,0.188410739026461
"sub07",0.85,4,24,12,6,6,0.5,0.25,0.25,0.169437258328496,0.241677016626151,0.194434649985245
"sub07",0.85,5,2,2,0,0,1,0,0,0.0416628499515355,0,0
"sub07",0.95,1,259,100,80,79,0.386100386100386,0.308880308880309,0.305019305019305,0.225995060005807,0.19937039624765,0.186387565820456
"sub07",0.95,2,222,107,64,51,0.481981981981982,0.288288288288288,0.22972972972973,0.193299014957417,0.179037006254248,0.194771072544516
"sub07",0.95,3,114,27,49,38,0.236842105263158,0.429824561403509,0.333333333333333,0.209254529618731,0.190644340825443,0.203942378953415
"sub07",0.95,4,25,9,9,7,0.36,0.36,0.28,0.165737999994437,0.270361466663114,0.145229214259806
"sub07",0.95,5,4,3,0,1,0.75,0,0.25,0.169451533292886,0,0.266657699947245
"sub08",0,1,284,142,142,0,0.5,0.5,0,0.276579902815927,0.261852804928424,0
"sub08",0,2,224,118,106,0,0.526785714285714,0.473214285714286,0,0.289541716944753,0.28537177075555,0
"sub08",0,3,91,52,39,0,0.571428571428571,0.428571428571429,0,0.268907280780975,0.231620905127224,0
"sub08",0,4,30,11,19,0,0.366666666666667,0.633333333333333,0,0.213638263631517,0.203940394735056,0
"sub08",0,5,13,5,8,0,0.384615384615385,0.615384615384615,0,0.221656380002969,0.202081849976821,0
"sub08",0,6,3,3,0,0,1,0,0,0.275004533328077,0,0
"sub08",0.3,1,285,132,104,49,0.463157894736842,0.364912280701754,0.171929824561404,0.247599141664757,0.253843693270168,0.130609142857459
"sub08",0.3,2,244,125,115,4,0.512295081967213,0.471311475409836,0.0163934426229508,0.290262843997101,0.257389466952325,0.177078000004258
"sub08",0.3,3,83,37,43,3,0.44578313253012,0.518072289156627,0.036144578313253,0.240535502699581,0.237208695344148,0.119440333355063
"sub08",0.3,4,22,10,12,0,0.454545454545455,0.545454545454545,0,0.163333330009482,0.181249524996626,0
"sub08",0.3,5,3,1,2,0,0.333333333333333,0.666666666666667,0,0.0666671000071801,0.108330750023015,0
"sub08",0.3,6,1,0,1,0,0,1,0,0,0.15000600006897,0
"sub08",0.3,7,1,1,0,0,1,0,0,0.083334399969317,0,0
"sub08",0.5,1,283,115,106,62,0.406360424028269,0.374558303886926,0.219081272084806,0.245795126090019,0.251412650948761,0.166131612906259
"sub08",0.5,2,255,142,109,4,0.556862745098039,0.427450980392157,0.0156862745098039,0.289316928169721,0.253893068806165,0.110416800031089
"sub08",0.5,3,117,39,65,13,0.333333333333333,0.555555555555556,0.111111111111111,0.238248102569159,0.214360049227924,0.177562784631916
"sub08",0.5,4,35,18,14,3,0.514285714285714,0.4,0.0857142857142857,0.231938877758189,0.202981121436876,0.136075166674952
"sub08",0.5,5,7,2,5,0,0.285714285714286,0.714285714285714,0,0.404156300020986,0.18332856001216,0
"sub08",0.5,6,4,4,0,0,1,0,0,0.160420749998593,0,0
"sub08",0.7,1,284,106,97,81,0.373239436619718,0.341549295774648,0.285211267605634,0.247320561323816,0.238227192783241,0.189916024697595
"sub08",0.7,2,252,134,109,9,0.531746031746032,0.432539682539683,0.0357142857142857,0.255903885821219,0.255731552289377,0.159256977758357
"sub08",0.7,3,130,51,48,31,0.392307692307692,0.369230769230769,0.238461538461538,0.232680145099841,0.246868558330182,0.160746532248712
"sub08",0.7,4,36,12,15,9,0.333333333333333,0.416666666666667,0.25,0.261797349999445,0.241658973360124,0.124071588875571
"sub08",0.7,5,11,5,3,3,0.454545454545455,0.272727272727273,0.272727272727273,0.218339099996956,0.216668333344084,0.080570499994792
"sub08",0.85,1,283,103,98,82,0.363957597173145,0.346289752650177,0.289752650176678,0.241743331073893,0.24744252041006,0.216563787798272
"sub08",0.85,2,254,146,78,30,0.574803149606299,0.307086614173228,0.118110236220472,0.270431206165633,0.252349341030379,0.216103126658709
"sub08",0.85,3,142,45,61,36,0.316901408450704,0.429577464788732,0.253521126760563,0.226662579999215,0.226094421308457,0.212500355562952
"sub08",0.85,4,54,15,18,21,0.277777777777778,0.333333333333333,0.388888888888889,0.188332826663585,0.208341061108513,0.191266466659034
"sub08",0.85,5,16,8,3,5,0.5,0.1875,0.3125,0.214586287514976,0.138864733336959,0.141676879962324
"sub08",0.85,6,3,0,1,2,0,0.333333333333333,0.666666666666667,0,0.0583417000016198,0.21666689999256
"sub08",0.85,7,3,1,2,0,0.333333333333333,0.666666666666667,0,0.0833560000173748,0.191674449997663,0
"sub08",0.95,1,283,104,83,96,0.367491166077739,0.293286219081272,0.339222614840989,0.266262274033859,0.231119909637056,0.2365448291683
"sub08",0.95,2,249,109,77,63,0.437751004016064,0.309236947791165,0.253012048192771,0.272319614684312,0.249675657153969,0.240208739695917
"sub08",0.95,3,146,52,59,35,0.356164383561644,0.404109589041096,0.23972602739726,0.254482453844293,0.239690684743514,0.219521902861639
"sub08",0.95,4,61,20,23,18,0.327868852459016,0.377049180327869,0.295081967213115,0.172913270011486,0.192383591320401,0.205552744464916
"sub08",0.95,5,22,8,12,2,0.363636363636364,0.545454545454545,0.0909090909090909,0.205194712512821,0.199305591681574,0.158315900043818
"sub08",0.95,6,5,0,3,2,0,0.6,0.4,0,0.14444926668269,0.200001450051786
"sub08",0.95,7,1,0,1,0,0,1,0,0,0.133338399988133,0
"sub08",0.95,8,1,1,0,0,1,0,0,0.324990999943111,0,0
"sub08",0.95,9,1,1,0,0,1,0,0,0.183335900015663,0,0
"sub09",0,1,287,144,143,0,0.501742160278746,0.498257839721254,0,0.237903098620639,0.236131841259019,0
"sub09",0,2,260,130,130,0,0.5,0.5,0,0.275184066143209,0.243714892310807,0
"sub09",0,3,103,50,53,0,0.485436893203884,0.514563106796116,0,0.257829052011948,0.237414371685722,0
"sub09",0,4,20,12,8,0,0.6,0.4,0,0.170136191663914,0.182284387556138,0
"sub09",0,5,4,1,3,0,0.25,0.75,0,0.0833467997144908,0.105555399980706,0
"sub09",0.3,1,287,104,108,75,0.362369337979094,0.376306620209059,0.261324041811847,0.231972274043073,0.234183114799197,0.125773900006122
"sub09",0.3,2,272,142,120,10,0.522058823529412,0.441176470588235,0.0367647058823529,0.25187093380045,0.240761057508644,0.129158850043314
"sub09",0.3,3,140,67,69,4,0.478571428571429,0.492857142857143,0.0285714285714286,0.231711967193188,0.194321792756639,0.108326500034309
"sub09",0.3,4,35,15,20,0,0.428571428571429,0.571428571428571,0,0.196669886695842,0.199159375022282,0
"sub09",0.3,5,5,4,1,0,0.8,0.2,0,0.0791810249793344,0.283330600010231,0
"sub09",0.5,1,286,98,98,90,0.342657342657343,0.342657342657343,0.314685314685315,0.243024468353631,0.245156425536653,0.156573514443072
"sub09",0.5,2,263,132,118,13,0.501901140684411,0.448669201520913,0.0494296577946768,0.255868781811318,0.239753986417288,0.151271884625133
"sub09",0.5,3,136,64,70,2,0.470588235294118,0.514705882352941,0.0147058823529412,0.249865850001697,0.205832751423752,0.120797650073655
"sub09",0.5,4,41,20,18,3,0.48780487804878,0.439024390243902,0.0731707317073171,0.193745934980689,0.151853172189375,0.086117233382538
"sub09",0.5,5,6,3,3,0,0.5,0.5,0,0.124994399957359,0.26666443325424,0
"sub09",0.7,1,282,103,97,82,0.365248226950355,0.343971631205674,0.290780141843972,0.236322927188119,0.233418614427756,0.205282707327392
"sub09",0.7,2,257,127,104,26,0.494163424124514,0.404669260700389,0.101167315175097,0.256686896846105,0.234214615359983,0.15640984230245
"sub09",0.7,3,139,60,69,10,0.431654676258993,0.496402877697842,0.0719424460431655,0.228056534987991,0.219798428979972,0.16666067003971
"sub09",0.7,4,44,23,13,8,0.522727272727273,0.295454545454545,0.181818181818182,0.189135273943817,0.181410292333637,0.116666337438801
"sub09",0.7,5,6,2,2,2,0.333333333333333,0.333333333333333,0.333333333333333,0.170842399878893,0.133330099866726,0.200000000069849
"sub09",0.7,6,1,0,0,1,0,0,1,0,0,0.024982100003399
"sub09",0.85,1,287,99,97,91,0.344947735191638,0.337979094076655,0.317073170731707,0.235095474762593,0.240464495882013,0.209065443942973
"sub09",0.85,2,251,110,94,47,0.438247011952191,0.374501992031873,0.187250996015936,0.259540893646507,0.230492581910592,0.19290613404604
"sub09",0.85,3,130,59,54,17,0.453846153846154,0.415384615384615,0.130769230769231,0.23403899152408,0.193674425918963,0.16470176467042
"sub09",0.85,4,36,10,16,10,0.277777777777778,0.444444444444444,0.277777777777778,0.23500110997702,0.19218984373947,0.170829570031492
"sub09",0.85,5,8,2,2,4,0.25,0.25,0.5,0.0833170500991402,0.124986300012097,0.154165650019422
"sub09",0.85,6,1,0,1,0,0,1,0,0,0.0333185000345111,0
"sub09",0.95,1,284,97,93,94,0.341549295774648,0.327464788732394,0.330985915492958,0.245701906193869,0.246502312916702,0.223933591496848
"sub09",0.95,2,258,104,83,71,0.403100775193798,0.321705426356589,0.275193798449612,0.264739799989911,0.253410821685186,0.211138245051982
"sub09",0.95,3,135,54,36,45,0.4,0.266666666666667,0.333333333333333,0.241045961106903,0.21434748056183,0.21740377552471
"sub09",0.95,4,43,17,14,12,0.395348837209302,0.325581395348837,0.27906976744186,0.169605982315261,0.232144692846175,0.154165858300985
"sub09",0.95,5,7,2,2,3,0.285714285714286,0.285714285714286,0.428571428571429,0.145845549996011,0.270816549949814,0.172207666638618
"sub09",0.95,6,3,0,3,0,0,1,0,0,0.133348600026996,0
"sub10",0,1,283,155,128,0,0.547703180212014,0.452296819787986,0,0.136718421922095,0.123175614827232,0
"sub10",0,2,192,99,93,0,0.515625,0.484375,0,0.155805009100915,0.156806017195816,0
"sub10",0,3,37,18,19,0,0.486486486486487,0.513513513513513,0,0.114809749984286,0.158766036834813,0
"sub10",0,4,4,2,2,0,0.5,0.5,0,0.224984350090381,0.229153549997136,0
"sub10",0,5,1,1,0,0,1,0,0,0.108295200159773,0,0
"sub10",0.3,1,278,138,119,21,0.496402877697842,0.428057553956835,0.0755395683453237,0.123185991323081,0.119395852085015,0.0547546381130815
"sub10",0.3,2,191,101,90,0,0.528795811518325,0.471204188481675,0,0.165262044551506,0.152313606638927,0
"sub10",0.3,3,32,12,19,1,0.375,0.59375,0.03125,0.158336666635781,0.12061250523517,0.100011800066568
"sub10",0.3,4,3,2,1,0,0.666666666666667,0.333333333333333,0,0.108341150102206,0.266672499827109,0
"sub10",0.5,1,278,143,103,32,0.514388489208633,0.370503597122302,0.115107913669065,0.131527409806581,0.118446880579673,0.0648406843392877
"sub10",0.5,2,197,97,99,1,0.49238578680203,0.50253807106599,0.0050761421319797,0.156525779366685,0.140484676757508,0.116665900452062
"sub10",0.5,3,37,13,15,9,0.351351351351351,0.405405405405405,0.243243243243243,0.129484415457297,0.126668533318055,0.113892666685084
"sub10",0.5,4,1,1,0,0,1,0,0,0.0250005999114364,0,0
"sub10",0.7,1,280,120,95,65,0.428571428571429,0.339285714285714,0.232142857142857,0.135828143376663,0.127980118943378,0.0860222169162276
"sub10",0.7,2,187,97,81,9,0.518716577540107,0.433155080213904,0.0481283422459893,0.141491238133425,0.13672972840464,0.0962889000074938
"sub10",0.7,3,47,11,19,17,0.234042553191489,0.404255319148936,0.361702127659574,0.111363827261481,0.141236473677533,0.129890311707962
"sub10",0.7,4,10,6,2,2,0.6,0.2,0.2,0.0791599498867678,0.17916805006098,0.104164950025734
"sub10",0.85,1,279,119,89,71,0.426523297491039,0.318996415770609,0.254480286738351,0.147966110091774,0.116660950548445,0.102583736623965
"sub10",0.85,2,192,101,71,20,0.526041666666667,0.369791666666667,0.104166666666667,0.14067187920411,0.136028354926835,0.119584929989651
"sub10",0.85,3,62,12,24,26,0.193548387096774,0.387096774193548,0.419354838709677,0.185415691657302,0.111801145821422,0.121789938403079
"sub10",0.85,4,10,3,5,2,0.3,0.5,0.2,0.216662166640163,0.124996220041066,0.0999963999493046
"sub10",0.85,5,1,0,0,1,0,0,1,0,0,0.0499964001355693
"sub10",0.95,1,277,110,89,78,0.397111913357401,0.32129963898917,0.28158844765343,0.142723684552634,0.120598778664919,0.11281795896148
"sub10",0.95,2,197,95,62,40,0.482233502538071,0.314720812182741,0.203045685279188,0.142627061044454,0.146903156449327,0.129587259990512
"sub10",0.95,3,80,25,32,23,0.3125,0.4,0.2875,0.139660991993733,0.13828132186245,0.130075717430926
"sub10",0.95,4,18,7,2,9,0.388888888888889,0.111111111111111,0.5,0.209519885679973,0.0749811999849044,0.106479833277667
"sub10",0.95,5,2,1,1,0,0.5,0.5,0,0.0666694999672472,0.199987700092606,0
